ID,ano_nascimento,nivel_educacao,estado_civil,renda_mensal,num_filhos_pequenos,num_filhos_adolescentes,num_dias_primeira_compra,num_dias_ultima_compra,gasto_vinho_ult_2anos,gasto_prod_frutas_ult_2anos,gasto_prod_carne_ult_2anos,gasto_prod_peixe_ult_2anos,gasto_prod_doces_ulti_2anos,qtde_compras_desconto,qtde_compras_web_restaurante,qtde_compras_catalogo,qtde_compras_loja,qtde_vistas_web_ult_mes,aceitou_qtde_oferta,reclamou_ult_2anos
9291,1959,mestrado,casado,"12872,93",0,1,98,25,8,2,4,0,0,1,0,0,3,5,0,0
3726,1986,doutorado,vive_junto,"12902,26",1,0,133,66,4,1,9,3,0,1,1,0,2,8,0,0
1655,1979,graduado,vive_junto,"12913,53",1,0,253,81,16,3,15,2,1,1,1,0,3,7,0,0
9739,1963,graduado,solteiro,"12923,68",0,1,526,55,62,0,22,3,1,2,2,2,2,7,0,0
4864,1977,graduado,casado,"12924,81",1,0,423,68,72,7,58,13,1,4,4,1,3,8,0,0
2678,1990,graduado,solteiro,"12936,84",1,0,501,62,52,12,50,4,36,3,5,0,3,9,0,0
520,1974,graduado,casado,"12940,23",1,0,363,81,3,3,7,6,2,1,1,0,2,7,0,0
8372,1974,graduado,casado,"12940,23",1,0,363,81,3,3,7,6,2,1,1,0,2,7,0,0
1951,1981,ensino_medio,casado,"12949,25",0,0,518,92,228,122,122,208,129,6,11,2,8,9,0,0
4988,1948,doutorado,casado,"12958,27",1,1,56,58,19,6,20,0,5,3,1,1,4,4,0,0
3469,1977,doutorado,divorciado,"12965,04",1,1,661,94,19,18,33,24,1,3,3,0,3,9,0,0
5015,1976,mestrado,casado,"12980,83",1,0,653,94,68,6,38,3,6,2,2,2,3,7,0,0
1016,1959,doutorado,solteiro,"12990,23",0,1,91,43,41,1,6,2,0,2,2,0,3,6,0,0
5824,1972,doutorado,vive_junto,"12999,25",2,1,79,1,7,0,1,0,0,1,1,0,2,6,0,0
11091,1953,graduado,vive_junto,"13002,63",1,1,44,68,7,2,9,2,0,2,1,0,3,4,0,0
2620,1974,doutorado,casado,"13006,02",1,0,442,48,14,0,2,0,0,1,1,0,2,8,1,0
8254,1974,doutorado,casado,"13006,02",1,0,442,48,14,0,2,0,0,1,1,0,2,8,0,0
7261,1971,graduado,vive_junto,"13007,52",1,1,544,8,199,33,60,8,3,5,5,2,5,8,1,0
2452,1971,graduado,vive_junto,"13007,52",1,1,544,8,199,33,60,8,3,5,5,2,5,8,1,0
3790,1956,graduado,vive_junto,"13019,92",2,1,157,31,8,1,5,0,0,1,1,0,2,6,0,0
4706,1966,graduado,solteiro,"13046,62",0,1,428,65,29,0,5,0,1,1,1,0,3,5,0,0
6287,1986,graduado,vive_junto,"13055,64",1,0,334,2,14,0,16,0,0,1,1,1,2,6,1,0
9467,1984,graduado,solteiro,"13059,4",1,0,49,51,3,2,10,3,0,1,1,0,3,6,0,0
8315,1995,graduado,solteiro,"13091,73",0,0,95,65,4,2,11,2,0,1,1,0,2,6,0,0
5184,1995,graduado,solteiro,"13091,73",0,0,95,65,4,2,11,2,0,1,1,0,2,6,0,0
236,1951,graduado,casado,"13096,99",1,1,526,62,28,23,29,29,14,3,2,1,4,6,0,0
274,1973,graduado,solteiro,"13102,63",1,1,188,75,9,3,15,2,3,2,2,0,3,6,0,0
1404,1968,graduado,vive_junto,"13126,32",2,0,410,89,51,23,82,33,0,4,5,1,3,9,0,0
3386,1992,graduado,casado,"13133,46",0,0,373,71,34,4,66,3,10,1,2,1,4,7,0,0
8175,1992,graduado,casado,"13133,46",0,0,373,71,34,4,66,3,10,1,2,1,4,7,0,0
7458,1956,mestrado,vive_junto,"13135,71",1,1,480,26,39,2,25,4,3,2,3,0,3,8,0,0
5287,1973,graduado,casado,"13143,23",1,0,10,77,45,2,26,4,1,3,3,1,3,7,0,0
5892,1980,graduado,casado,"13145,86",1,0,445,11,158,6,45,8,2,7,3,2,5,7,0,0
1403,1975,pos,vive_junto,"13151,88",1,1,661,40,8,4,15,3,5,2,1,0,3,7,0,0
2521,1971,mestrado,casado,"13224,81",1,0,535,10,23,1,13,2,2,1,1,1,2,7,2,0
4301,1971,mestrado,casado,"13224,81",1,0,535,10,23,1,13,2,2,1,1,1,2,7,2,0
8870,1984,graduado,vive_junto,"13231,58",1,0,593,68,75,12,141,43,39,6,6,1,5,8,1,0
10340,1984,graduado,vive_junto,"13231,58",1,0,593,68,75,12,141,43,39,6,6,1,5,8,0,0
5827,1958,graduado,divorciado,"13250,38",1,1,74,53,36,0,12,2,2,4,3,1,3,5,0,0
6263,1968,graduado,vive_junto,"13278,95",1,2,676,34,28,9,37,12,7,3,2,0,4,8,0,0
453,1956,doutorado,viuvo,"13285,71",1,1,0,1,27,0,12,0,1,2,2,0,3,5,0,0
2874,1988,pos,divorciado,"13303,76",1,0,479,20,6,4,7,4,3,1,1,0,3,7,0,0
4697,1949,mestrado,divorciado,"13314,29",0,0,381,62,248,3,81,4,3,3,7,1,5,8,0,0
10402,1967,graduado,casado,"13323,68",1,1,500,94,25,1,9,2,1,2,1,0,3,8,0,0
10270,1981,pos,casado,"13354,51",1,0,269,8,11,5,22,12,5,2,3,0,3,7,0,0
1834,1978,mestrado,solteiro,"13362,41",1,0,113,77,30,5,23,4,1,1,2,0,3,7,0,0
1048,1972,mestrado,casado,"13398,87",1,0,350,11,63,3,67,8,9,2,3,1,4,7,1,0
4472,1970,doutorado,divorciado,"13414,29",1,0,2,34,23,0,8,6,2,1,1,1,3,2,0,0
5680,1984,pos,casado,"13415,04",1,0,68,66,10,4,7,0,6,1,1,0,3,6,0,0
5885,1973,pos,casado,"13416,54",2,1,676,94,73,3,90,12,1,7,4,1,4,8,0,0
3310,1973,pos,casado,"13416,54",2,1,676,94,73,3,90,12,1,7,4,1,4,8,0,0
3265,1959,graduado,casado,"13421,43",0,0,467,36,21,1,9,7,3,1,1,0,3,6,0,0
3308,1952,graduado,casado,"13422,56",1,1,177,54,30,9,12,2,11,3,2,0,4,4,0,0
2005,1990,graduado,casado,"13445,49",1,0,200,86,22,3,30,0,5,2,2,0,4,6,0,0
9216,1971,graduado,casado,"13454,14",1,1,157,34,23,2,11,3,1,2,2,0,3,6,0,0
1331,1977,graduado,solteiro,"13454,89",1,0,543,54,12,6,20,30,1,2,2,0,3,7,0,0
8953,1965,mestrado,solteiro,"13455,26",2,1,419,94,27,0,5,0,0,2,1,0,3,8,0,0
10258,1965,mestrado,solteiro,"13455,26",2,1,419,94,27,0,5,0,0,2,1,0,3,8,0,0
9653,1975,graduado,casado,"13457,52",0,1,621,16,27,1,14,4,1,2,2,0,3,8,0,0
7660,1973,doutorado,sozinho,"13481,2",1,1,41,37,15,0,8,4,2,2,1,1,2,5,2,0
2055,1973,doutorado,divorciado,"13481,2",1,1,41,37,15,0,8,4,2,2,1,1,2,5,1,0
5107,1973,doutorado,divorciado,"13481,2",1,1,41,37,15,0,8,4,2,2,1,1,2,5,1,0
1626,1973,doutorado,divorciado,"13481,2",1,1,41,37,15,0,8,4,2,2,1,1,2,5,2,0
9635,1983,mestrado,casado,"13487,22",0,0,70,13,66,2,40,4,3,1,3,1,3,6,0,0
5959,1968,graduado,solteiro,"13493,61",1,1,622,80,158,0,23,0,0,6,3,1,5,8,0,0
6866,1969,mestrado,vive_junto,"13505,26",1,1,98,56,8,0,14,2,3,1,1,0,3,5,0,0
5329,1949,doutorado,divorciado,"13513,53",1,1,275,24,8,0,3,0,0,1,0,0,3,5,0,0
5654,1972,graduado,casado,"13543,61",2,1,105,34,20,4,10,6,4,2,2,0,3,6,0,0
4385,1981,doutorado,solteiro,"13548,12",1,0,394,82,23,0,15,0,2,2,3,0,3,6,0,0
7842,1968,graduado,solteiro,"13558,27",1,1,455,54,18,7,34,10,2,3,3,0,3,8,0,0
8008,1983,graduado,vive_junto,"13562,03",1,0,202,54,46,0,30,12,1,1,2,0,4,6,0,0
3409,1984,graduado,solteiro,"13574,44",1,0,257,68,141,8,129,3,11,3,7,1,4,9,1,0
7453,1954,graduado,solteiro,"13582,71",0,1,512,46,157,43,127,68,56,6,3,8,4,4,2,0
273,1970,mestrado,casado,"13585,71",1,1,348,48,130,0,16,0,0,5,3,1,4,7,1,0
2724,1981,mestrado,solteiro,"13587,59",1,0,91,33,12,0,1,0,0,1,0,1,2,3,0,0
8779,1985,pos,casado,"13588,35",1,0,378,13,56,4,76,17,1,4,4,1,3,9,2,0
6471,1971,mestrado,solteiro,"13620,3",1,0,255,17,14,2,30,8,2,1,2,0,4,5,0,0
1175,1983,mestrado,casado,"13632,33",0,0,282,24,88,39,54,64,28,1,3,5,3,6,2,0
2952,1977,mestrado,solteiro,"13636,47",1,0,74,80,29,3,30,3,2,2,3,0,3,6,0,0
10839,1976,graduado,vive_junto,"13640,23",1,1,76,42,6,5,5,8,0,2,1,0,3,4,0,0
3276,1976,pos,vive_junto,"13646,99",1,0,247,53,11,12,35,3,5,1,3,0,3,7,0,0
945,1965,graduado,vive_junto,"13653,01",0,1,403,53,87,3,25,3,2,2,3,0,4,7,0,0
1183,1949,mestrado,casado,"13687,22",1,1,281,11,9,1,4,3,2,1,1,0,2,6,0,0
11025,1961,graduado,casado,"13700,38",1,1,511,9,65,0,46,4,3,4,3,1,3,8,0,0
367,1978,pos,casado,"13740,6",1,0,495,74,47,90,94,123,103,5,9,1,5,9,0,0
8916,1975,graduado,divorciado,"13769,55",2,0,341,78,9,1,5,0,0,1,0,0,3,5,0,0
2285,1954,mestrado,vive_junto,"13772,18",0,1,397,0,213,9,76,4,3,3,5,2,5,7,0,0
7829,1900,pos,divorciado,"13774,44",1,0,276,99,15,6,8,7,4,1,2,1,2,5,0,1
7943,1975,doutorado,casado,"13783,08",1,0,65,40,18,0,6,3,3,1,1,1,3,2,0,0
247,1971,graduado,casado,"13802,63",1,0,589,16,172,10,125,21,13,6,7,2,4,9,1,0
7327,1959,doutorado,casado,"13809,02",1,1,182,71,21,5,3,10,1,3,1,1,4,2,0,0
6119,1963,doutorado,solteiro,"13810,53",1,1,415,52,10,0,3,0,0,1,1,0,2,6,0,0
10542,1968,doutorado,casado,"13826,32",1,1,693,63,29,4,34,2,4,3,3,0,3,9,0,0
9289,1979,graduado,casado,"13827,44",1,0,80,16,29,1,17,0,3,1,2,1,2,8,1,0
7042,1983,graduado,casado,"13830,83",0,0,485,14,3,3,14,15,21,1,2,1,2,9,1,0
10560,1980,doutorado,solteiro,"13835,34",1,0,13,23,16,1,2,0,0,1,1,0,3,5,0,0
692,1954,graduado,vive_junto,"13837,22",1,1,556,88,4,2,5,0,0,1,1,0,2,6,0,0
4188,1957,graduado,solteiro,"13858,65",0,1,685,53,204,5,39,17,0,3,5,2,4,8,1,0
1461,1965,doutorado,divorciado,"13880,08",1,1,336,74,17,1,12,3,1,2,2,0,3,7,0,0
10509,1955,mestrado,solteiro,"13882,33",1,1,27,46,51,0,16,0,0,2,3,0,3,8,0,0
6374,1954,doutorado,casado,"13883,46",0,1,408,50,223,2,31,0,2,5,5,2,4,8,0,0
10827,1967,doutorado,casado,"13889,85",1,1,691,49,88,3,21,4,1,4,3,0,4,9,0,0
10010,1953,doutorado,divorciado,"13893,61",1,1,661,43,100,2,16,2,1,4,3,2,2,9,1,0
7369,1981,mestrado,casado,"13894,36",1,0,270,56,25,6,25,6,0,2,2,0,3,8,0,0
10708,1978,pos,solteiro,"13900,38",1,0,183,50,10,6,11,0,4,1,1,0,3,7,0,0
7124,1968,graduado,divorciado,"13908,65",1,1,513,72,43,4,12,8,0,5,2,1,4,5,0,0
9360,1982,graduado,casado,"13924,81",0,0,690,41,86,2,73,69,38,1,4,2,5,8,0,0
7791,1967,mestrado,casado,"13930,08",1,1,287,89,12,1,6,0,1,2,1,0,3,7,0,0
6798,1966,graduado,solteiro,"13936,09",1,1,466,30,231,7,137,4,15,9,5,1,8,7,1,0
4168,1966,graduado,solteiro,"13936,09",1,1,466,30,231,7,137,4,15,9,5,1,8,7,1,0
9014,1975,graduado,casado,"13941,73",1,1,3,65,39,1,16,2,0,4,3,0,3,8,0,0
7037,1974,doutorado,casado,"13942,48",1,0,322,50,194,55,134,15,0,3,4,2,8,6,0,0
6019,1971,doutorado,casado,"13957,14",1,0,91,9,45,3,9,4,4,1,1,2,2,6,2,0
4095,1971,graduado,casado,"13966,17",1,0,656,80,167,37,64,49,34,8,4,3,6,7,0,0
523,1989,graduado,casado,"13968,05",1,0,514,51,23,0,26,7,15,1,2,0,4,5,0,0
8749,1984,graduado,vive_junto,"13998,12",1,0,148,68,20,2,9,4,6,1,1,1,2,4,0,0
4351,1955,graduado,divorciado,"14001,5",1,1,428,90,18,2,10,0,0,1,1,1,2,7,1,0
2217,1975,pos,casado,"14016,54",1,1,457,46,11,1,2,2,1,1,0,0,3,6,0,0
4102,1975,pos,casado,"14016,54",1,1,457,46,11,1,2,2,1,1,0,0,3,6,0,0
7610,1983,graduado,vive_junto,"14019,55",1,0,437,32,275,0,86,10,23,5,6,3,5,8,0,0
10613,1958,doutorado,vive_junto,"14035,34",1,1,123,44,26,1,16,2,2,4,3,0,4,4,0,0
2296,1975,mestrado,casado,"14048,12",1,0,195,4,3,2,11,2,2,1,1,0,2,6,1,0
6211,1976,doutorado,vive_junto,"14058,27",1,0,58,47,18,0,9,0,1,1,1,0,3,6,0,0
5929,1973,doutorado,casado,"14060,53",1,0,54,14,19,3,19,3,1,2,2,0,3,7,0,0
10795,1973,doutorado,casado,"14060,53",1,0,54,14,19,3,19,3,1,2,2,0,3,7,0,0
1581,1980,graduado,casado,"14062,41",1,0,262,18,2,0,8,2,2,1,1,0,2,8,1,0
8832,1976,mestrado,vive_junto,"14101,13",1,0,655,24,37,5,56,12,8,2,3,0,4,7,0,0
679,1957,doutorado,casado,"14147,74",1,1,647,49,13,4,20,0,0,2,1,0,3,9,0,0
1998,1976,graduado,solteiro,"14171,8",1,0,142,82,34,6,21,11,4,1,2,1,3,6,0,0
1250,1976,graduado,solteiro,"14171,8",1,0,142,82,34,6,21,11,4,1,2,1,3,6,0,0
2534,1953,graduado,casado,"14178,95",0,1,69,4,97,1,41,6,2,2,4,1,3,7,0,0
9396,1978,doutorado,casado,"14179,32",1,0,583,31,9,0,6,4,1,1,1,0,2,9,0,0
933,1978,doutorado,casado,"14179,32",1,0,583,31,9,0,6,4,1,1,1,0,2,9,0,0
3007,1966,graduado,vive_junto,"14194,74",1,1,633,49,27,2,10,0,0,2,1,0,3,8,0,0
5513,1966,graduado,vive_junto,"14194,74",1,1,633,49,27,2,10,0,0,2,1,0,3,8,0,0
4939,1946,graduado,vive_junto,"14195,49",0,0,667,20,84,5,38,150,12,2,4,1,6,7,0,0
8652,1946,graduado,vive_junto,"14195,49",0,0,667,20,84,5,38,150,12,2,4,1,6,7,0,0
5154,1972,mestrado,divorciado,"14195,49",1,0,322,54,26,3,13,2,10,1,2,0,3,6,0,0
10971,1977,graduado,solteiro,"14200,75",2,0,664,28,173,8,107,7,2,4,7,2,3,9,2,1
10380,1972,mestrado,casado,"14205,64",1,0,282,50,40,1,40,4,3,1,3,0,3,8,0,0
6768,1962,graduado,divorciado,"14232,71",1,2,533,75,22,1,8,2,1,2,1,0,3,8,0,0
8143,1985,doutorado,solteiro,"14259,02",0,0,334,49,202,2,46,3,2,2,4,2,5,7,3,0
3231,1973,graduado,casado,"14274,81",1,0,216,97,5,4,10,2,2,1,1,0,3,8,0,0
6983,1950,mestrado,divorciado,"14306,02",1,1,59,24,23,2,17,2,1,2,2,0,3,7,0,0
9703,1970,doutorado,casado,"14322,18",1,1,622,70,77,2,35,0,1,4,3,2,2,7,2,0
7912,1978,graduado,casado,"14336,84",1,0,433,69,8,15,27,0,20,2,3,1,2,8,1,0
8799,1984,doutorado,casado,"14351,5",1,0,279,6,70,6,69,2,3,3,3,1,4,7,0,0
6690,1966,mestrado,casado,"14353,01",1,1,472,30,38,4,22,4,2,4,3,1,3,7,0,0
5313,1971,mestrado,casado,"14359,4",1,1,72,20,30,0,11,0,0,3,2,0,4,5,0,0
7325,1986,doutorado,vive_junto,"14359,77",1,0,365,86,23,0,11,2,1,1,1,0,3,5,0,0
3525,1970,graduado,vive_junto,"14360,9",1,1,569,19,12,0,4,0,0,1,1,0,2,7,0,0
4967,1960,doutorado,vive_junto,"14361,28",0,1,457,19,233,0,23,0,0,4,5,1,5,8,0,0
5939,1971,graduado,vive_junto,"14372,93",1,1,163,84,43,5,28,7,6,4,3,1,3,5,0,0
4867,1968,doutorado,solteiro,"14374,44",1,1,282,2,58,0,18,2,0,4,3,0,4,7,0,0
10492,1959,graduado,vive_junto,"14392,86",2,1,5,96,2,0,5,2,0,1,0,0,3,2,0,0
9422,1989,graduado,casado,"14421,05",1,0,394,26,36,2,42,20,21,2,2,1,4,3,0,0
7254,1969,graduado,vive_junto,"14421,43",1,0,184,74,39,0,56,20,8,3,3,1,3,7,0,0
8775,1969,graduado,vive_junto,"14421,43",1,0,184,74,39,0,56,20,8,3,3,1,3,7,0,0
2525,1974,doutorado,casado,"14439,85",0,0,653,65,153,64,123,116,64,2,5,2,9,6,1,0
6619,1978,graduado,casado,"14441,73",1,1,543,91,22,1,13,4,0,2,1,0,3,7,0,0
3526,1968,doutorado,casado,"14452,26",1,1,153,58,32,0,5,0,0,2,1,0,3,7,0,0
833,1955,mestrado,casado,"14455,64",1,1,91,62,56,0,14,0,0,3,3,0,3,7,0,0
3565,1955,mestrado,casado,"14455,64",1,1,91,62,56,0,14,0,0,3,3,0,3,7,0,0
1545,1986,graduado,casado,"14476,69",1,0,331,95,120,19,206,25,19,6,7,2,5,8,0,0
1381,1982,doutorado,solteiro,"14478,57",1,0,152,20,172,3,115,16,0,5,6,1,5,8,1,0
3120,1981,graduado,vive_junto,"14491,35",1,0,305,49,6,1,10,0,1,1,1,0,2,8,0,1
3629,1978,graduado,solteiro,"14495,11",1,0,557,17,76,3,31,4,4,2,3,1,3,7,0,0
4877,1973,mestrado,casado,"14502,26",0,1,117,2,34,0,7,0,0,1,1,0,3,7,0,0
1519,1972,doutorado,solteiro,"14503,01",1,1,372,2,38,4,22,3,3,3,3,0,3,8,1,0
9080,1972,doutorado,solteiro,"14503,01",1,1,372,2,38,4,22,3,3,3,3,0,3,8,0,0
1606,1971,graduado,vive_junto,"14507,52",1,0,410,65,3,1,8,4,3,1,1,0,2,8,0,0
8181,1978,pos,solteiro,"14508,65",1,0,289,42,51,12,49,17,24,3,4,1,3,8,0,0
3033,1963,mestrado,vive_junto,"14518,8",0,0,414,56,112,17,44,34,22,1,2,5,3,3,0,0
4119,1963,mestrado,vive_junto,"14518,8",0,0,414,56,112,17,44,34,22,1,2,5,3,3,0,0
6201,1978,graduado,solteiro,"14527,44",1,1,212,45,22,2,14,0,1,2,2,0,3,7,0,1
6568,1984,graduado,casado,"14541,35",1,0,458,97,11,0,36,15,5,1,2,0,3,7,0,0
4271,1989,pos,vive_junto,"14542,48",1,0,633,80,46,35,69,84,41,6,4,1,6,7,0,0
7761,1978,pos,vive_junto,"14549,62",1,0,332,71,13,11,24,13,8,2,3,0,4,6,0,0
5247,1955,doutorado,casado,"14558,27",1,1,50,52,31,0,6,2,1,2,1,0,4,4,0,0
8418,1958,pos,solteiro,"14564,29",1,1,91,60,7,10,17,8,6,2,2,0,3,7,0,0
195,1972,graduado,solteiro,"14589,47",1,0,672,21,125,17,52,3,19,4,5,1,4,8,2,0
2066,1949,graduado,vive_junto,"14595,11",0,1,668,56,70,0,11,2,8,1,2,1,3,6,0,0
6488,1959,doutorado,casado,"14597,37",0,1,84,86,76,0,7,0,0,1,3,2,2,5,0,0
10854,1970,doutorado,casado,"14606,39",1,1,37,90,29,0,14,0,0,2,2,0,3,7,0,0
1324,1988,graduado,casado,"14613,53",1,0,395,93,23,3,21,3,19,2,3,0,3,8,0,0
10146,1972,doutorado,vive_junto,"14619,17",1,0,119,17,25,1,13,0,0,1,1,0,3,7,0,0
10120,1955,graduado,vive_junto,"14641,35",0,1,248,84,116,6,82,6,6,2,3,1,6,5,0,0
4541,1955,graduado,vive_junto,"14641,35",0,1,248,84,116,6,82,6,6,2,3,1,6,5,0,0
5300,1973,mestrado,casado,"14646,99",1,0,181,60,19,7,19,0,1,1,2,1,2,7,0,0
4148,1972,graduado,casado,"14657,14",1,2,678,90,164,24,103,12,3,7,5,1,6,8,0,0
6730,1954,graduado,casado,"14660,9",1,1,603,92,34,1,14,0,0,3,2,0,3,8,0,1
9916,1954,graduado,casado,"14660,9",1,1,603,92,34,1,14,0,0,3,2,0,3,8,0,1
4338,1983,graduado,solteiro,"14684,96",1,0,96,28,23,0,9,0,0,1,1,0,3,4,1,0
3657,1986,graduado,solteiro,"14716,54",1,0,500,1,94,1,33,13,12,3,4,0,4,8,0,0
1833,1974,doutorado,solteiro,"14733,08",1,0,64,91,68,8,18,19,8,2,2,1,4,5,0,0
10141,1960,mestrado,divorciado,"14747,37",0,0,415,1,7,1,6,0,3,1,0,0,3,4,0,0
5493,1976,graduado,casado,"14795,49",1,1,102,21,15,0,2,0,0,1,1,0,2,6,1,0
10477,1973,doutorado,vive_junto,"14825,19",1,0,327,16,71,0,18,0,0,1,3,1,2,7,0,0
5756,1983,graduado,vive_junto,"14831,95",1,0,87,64,46,0,7,0,0,2,2,0,3,6,0,0
4279,1963,pos,solteiro,"14867,67",1,1,90,87,15,4,10,3,4,2,1,1,3,3,0,0
5995,1962,graduado,divorciado,"14869,17",1,1,558,54,165,3,147,4,24,7,6,2,5,8,1,0
942,1982,graduado,solteiro,"14909,77",1,0,690,36,139,13,78,20,13,3,7,1,3,9,1,0
9925,1981,doutorado,vive_junto,"14911,65",1,0,400,97,127,1,56,0,1,3,4,2,3,7,1,0
3710,1984,doutorado,solteiro,"14918,8",1,0,625,41,19,0,35,6,4,2,2,1,2,7,1,1
9197,1953,graduado,casado,"14933,08",0,1,125,92,32,0,5,2,0,2,2,0,3,5,0,0
1717,1988,graduado,solteiro,"14942,48",1,0,77,43,80,15,93,20,13,3,5,1,4,8,0,0
3524,1971,mestrado,solteiro,"14948,5",1,0,329,9,80,1,60,4,6,2,5,1,2,9,1,0
7384,1951,mestrado,vive_junto,14950,0,0,343,18,113,61,204,34,26,2,7,1,7,8,0,0
6515,1977,graduado,vive_junto,"14951,5",1,0,205,92,6,2,18,2,8,1,2,0,3,4,0,0
8212,1971,mestrado,casado,"14959,02",0,1,458,89,85,15,27,13,13,2,3,1,4,7,0,0
4487,1969,mestrado,solteiro,"14984,21",1,0,521,67,15,20,25,2,7,1,2,0,4,6,1,0
3697,1954,graduado,vive_junto,"14999,25",0,1,502,20,69,8,26,12,7,2,3,0,4,7,0,0
9955,1954,graduado,vive_junto,"14999,25",0,1,502,20,69,8,26,12,7,2,3,0,4,7,0,0
10602,1983,graduado,casado,"15008,27",1,0,500,30,29,12,59,19,1,2,3,0,4,8,0,0
3220,1983,graduado,casado,"15008,27",1,0,500,30,29,12,59,19,1,2,3,0,4,8,0,0
5424,1983,graduado,casado,"15008,27",1,0,500,30,29,12,59,19,1,2,3,0,4,8,0,0
8663,1974,graduado,divorciado,"15036,09",1,1,38,85,11,0,3,0,0,1,1,0,2,6,0,0
368,1974,graduado,casado,"15056,02",0,1,577,61,91,65,52,10,44,3,3,2,6,5,0,0
2173,1952,graduado,viuvo,"15056,02",0,1,256,23,13,6,7,0,3,1,1,0,3,6,0,0
983,1984,graduado,casado,"15059,77",1,0,274,82,110,29,92,28,10,1,6,2,3,8,1,0
9246,1985,mestrado,vive_junto,"15075,56",1,0,623,73,171,3,129,26,24,4,6,1,6,7,0,0
938,1981,graduado,casado,"15116,92",1,1,334,30,51,1,7,2,1,2,2,1,2,8,1,0
2456,1975,doutorado,casado,"15125,19",0,1,258,84,80,4,46,0,17,5,2,1,5,6,0,0
5846,1977,graduado,divorciado,"15130,08",1,0,557,68,2,1,6,2,1,1,1,0,2,6,0,0
5975,1967,doutorado,solteiro,"15151,88",1,0,272,82,37,0,17,0,0,1,2,0,3,7,0,0
2392,1972,graduado,casado,"15158,27",1,1,335,59,44,4,21,6,0,2,3,0,3,7,0,0
1920,1972,graduado,casado,"15158,27",1,1,335,59,44,4,21,6,0,2,3,0,3,7,0,0
5922,1974,doutorado,casado,"15166,92",0,1,259,48,210,0,6,0,0,2,4,1,5,7,0,0
4764,1952,mestrado,vive_junto,"15203,76",1,1,679,52,45,12,52,25,22,4,3,1,4,7,1,0
8955,1957,doutorado,vive_junto,"15207,14",0,2,133,54,35,0,4,0,0,1,1,1,2,5,1,0
2607,1953,graduado,solteiro,"15212,03",0,1,534,78,424,17,118,7,23,6,8,2,8,8,0,0
9523,1982,graduado,vive_junto,"15217,67",1,0,316,95,5,0,8,2,0,1,0,0,3,4,0,0
803,1968,graduado,vive_junto,"15233,46",1,1,450,82,12,0,5,0,0,1,0,1,2,5,0,0
5710,1970,graduado,vive_junto,"15243,61",0,1,627,31,110,0,5,2,0,2,2,1,4,5,1,0
271,1969,graduado,viuvo,"15259,4",1,1,270,30,154,0,50,6,11,5,3,4,3,6,1,0
7699,1969,graduado,viuvo,"15259,4",1,1,270,30,154,0,50,6,11,5,3,4,3,6,1,0
1030,1965,doutorado,solteiro,"15277,07",1,1,347,72,22,0,13,0,0,2,1,0,3,7,0,0
10470,1979,mestrado,casado,"15286,47",1,0,471,0,40,2,23,0,4,2,2,1,3,4,0,0
1409,1951,graduado,vive_junto,"15296,62",0,1,468,69,270,3,27,39,6,7,7,1,5,8,0,0
5314,1951,graduado,vive_junto,"15296,62",0,1,468,69,270,3,27,39,6,7,7,1,5,8,0,0
1734,1968,doutorado,vive_junto,"15303,01",2,1,528,37,59,0,11,4,2,4,3,0,4,7,0,0
3153,1957,doutorado,solteiro,"15314,66",2,1,203,24,11,0,4,0,0,1,1,0,2,8,0,0
1072,1965,doutorado,solteiro,"15323,31",0,1,303,64,70,0,17,0,0,2,2,1,3,6,0,0
347,1976,graduado,divorciado,"15330,83",0,1,659,30,229,27,71,13,3,4,7,1,5,9,0,0
9507,1975,graduado,casado,"15336,09",0,1,448,18,261,23,73,4,23,2,6,3,5,7,0,0
10637,1964,graduado,casado,"15338,35",1,2,544,77,24,0,27,8,30,2,3,0,3,7,0,1
2656,1971,graduado,divorciado,"15357,52",1,1,493,63,23,1,7,0,4,1,1,1,2,7,0,0
3517,1952,graduado,solteiro,"15371,05",1,1,419,32,50,4,44,10,10,3,3,1,3,9,1,0
252,1963,doutorado,divorciado,"15414,66",0,0,469,11,123,133,142,71,44,1,6,2,8,6,0,0
3081,1978,doutorado,casado,"15418,8",1,0,433,65,7,2,6,2,0,1,1,0,2,7,0,0
5286,1987,mestrado,solteiro,"15421,05",0,0,244,68,112,1,54,7,7,1,3,2,4,3,0,0
3547,1969,mestrado,vive_junto,"15421,43",1,0,546,12,14,7,9,6,16,2,2,0,3,6,1,0
75,1982,pos,vive_junto,"15428,2",0,0,339,32,34,11,137,179,61,1,8,1,5,8,0,0
3798,1968,graduado,casado,"15458,65",1,1,235,80,24,2,23,0,8,3,2,1,3,6,0,0
10581,1977,graduado,casado,"15460,15",1,0,606,41,281,7,84,15,0,7,7,3,4,8,0,0
7196,1950,doutorado,casado,"15468,05",1,1,141,20,9,0,3,0,0,1,0,0,3,3,0,0
2202,1978,graduado,vive_junto,"15471,43",0,1,446,98,44,2,11,2,3,1,1,0,4,5,0,0
1100,1960,mestrado,vive_junto,"15516,92",1,2,97,33,24,4,22,0,2,4,3,1,3,5,0,0
968,1968,mestrado,divorciado,"15539,47",1,0,185,24,112,19,21,16,14,3,4,1,4,7,0,0
4096,1968,mestrado,divorciado,"15539,47",1,0,185,24,112,19,21,16,14,3,4,1,4,7,0,0
