preco,ano_construcao,ano_Venda,m2,andar,tipo_Aquecimento,tempo_ate_onibus,tempo_ate_metro,qtde_elevadores,qtde_escritorios_publicos_perto,qtde_hospitais_perto,qtde_lojas_departamento_perto,qtde_shoppings_perto,qtde_estacionamentos_perto,qtde_escolas_fundamental1_perto,qtde_escolas_fundamental2_perto,qtde_escolas_medio_perto,qtde_universidades_perto
666366,1992,2014,"53,512128",9,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1417698,1993,2014,"134,802253",16,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1194690,2005,2014,"69,026929",10,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1661946,2007,2014,"129,506782",11,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1712388,1993,2014,"217,114311",20,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
974334,2005,2014,"53,140516",9,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1353978,2005,2014,"84,913342",11,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1486722,2007,2014,"102,472009",10,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
700884,1992,2014,"59,45792",10,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1061946,1993,2014,"84,913342",9,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
785838,1992,2014,"59,829532",5,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1327428,2005,2014,"109,997152",2,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
992916,2005,2014,"53,140516",7,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1449552,1993,2014,"163,602183",20,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1247784,1986,2014,"105,073293",10,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1168140,1986,2014,"105,073293",2,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1115040,1986,2014,"105,073293",12,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1136280,1986,2014,"105,073293",1,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1433628,1986,2014,"166,853788",2,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
791148,1978,2014,"72,371437",11,individual,0~5min,0-5min,4,3,2,1,1,0,3,3,3,2
849552,1978,2014,"72,371437",2,individual,0~5min,0-5min,4,3,2,1,1,0,3,3,3,2
1274334,2006,2014,"83,891409",9,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1561056,2007,2014,"80,639804",9,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1677876,2007,2014,"80,639804",9,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1215924,2006,2014,"79,617871",3,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
706194,1997,2014,"59,829532",10,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
1433628,2009,2014,"84,54173",14,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
1576986,2009,2014,"107,76748",13,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
1327428,2006,2014,"75,623042",14,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1444242,2006,2014,"84,54173",12,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1201326,2006,2014,"59,086308",14,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1659288,2007,2014,"118,265519",15,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1975218,2007,2014,"157,00607",6,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1879644,2007,2014,"134,151932",24,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1964598,2006,2014,"161,929929",6,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1996458,2006,2014,"161,929929",18,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1428318,2006,2014,"84,913342",7,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1815924,2006,2014,"131,179036",31,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1523892,2006,2014,"84,913342",12,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1948668,2006,2014,"131,179036",18,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1407078,2008,2014,"84,913342",3,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
576102,2014,2014,"26,756064",4,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
371676,1992,2014,"32,980565",5,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
923892,2005,2014,"53,140516",5,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
998226,1993,2014,"59,829532",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1699110,2008,2014,"108,417801",17,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1566366,1993,2014,"119,659064",19,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1847784,2008,2014,"108,417801",20,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1529202,2008,2014,"84,913342",12,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1561056,1993,2014,"119,659064",5,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1407078,1993,2014,"134,802253",25,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
807078,1992,2014,"59,829532",6,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1630086,2008,2014,"84,913342",24,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1231854,2005,2014,"69,026929",21,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1423008,2007,2014,"84,913342",16,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1194690,2005,2014,"69,026929",12,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1911504,2007,2014,"131,829357",29,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1014156,2005,2014,"53,140516",16,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
743358,1992,2014,"59,829532",3,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1380528,2005,2014,"84,913342",19,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1221234,2005,2014,"69,026929",17,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1019466,2005,2014,"53,140516",11,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1529202,2007,2014,"102,472009",17,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1300884,2006,2014,"83,891409",13,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1715040,2007,2014,"80,639804",16,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1261056,1986,2014,"105,073293",8,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1303536,2006,2014,"79,617871",13,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1300884,1986,2014,"105,073293",8,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1266366,2006,2014,"83,891409",14,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1468140,1986,2014,"127,927431",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1213272,2006,2014,"83,891409",5,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1221234,2006,2014,"79,617871",5,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
2070792,2007,2014,"128,856461",26,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1306194,1986,2014,"105,073293",11,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1486722,1986,2014,"166,853788",11,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1274334,2006,2014,"83,891409",13,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
626544,1997,2014,"51,839874",3,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
674334,1997,2014,"51,839874",6,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
1380528,2009,2014,"84,54173",12,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
1699110,2013,2014,"84,263021",7,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
1688490,2013,2014,"84,263021",5,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
1699110,2013,2014,"84,263021",9,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
1319466,2006,2014,"75,344333",3,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1361946,2006,2014,"84,54173",7,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1460172,2006,2014,"84,54173",4,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1338048,2006,2014,"75,623042",18,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
371676,2014,2014,"14,492868",14,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
369024,2014,2014,"14,492868",12,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
1911504,2007,2014,"134,151932",21,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1991148,2007,2014,"151,338987",17,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1274334,2006,2014,"75,994654",2,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
2176986,2006,2014,"191,008568",13,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
2081412,2006,2014,"133,501611",26,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1242474,2005,2014,"69,026929",14,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1460172,2005,2014,"84,913342",22,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
876102,1993,2014,"59,829532",4,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1407078,2005,2014,"84,913342",18,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1088490,1993,2014,"84,913342",25,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1125660,1993,2014,"84,913342",15,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1566366,2008,2014,"84,913342",13,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1566366,1993,2014,"163,602183",9,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1141590,1992,2014,"134,523544",4,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
780528,1992,2014,"59,829532",5,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1239822,2005,2014,"69,026929",21,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1242474,2005,2014,"69,026929",12,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1481412,2005,2014,"84,913342",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
849552,1993,2014,"59,829532",7,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
955752,1993,2014,"59,829532",21,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1364598,2008,2014,"77,016587",2,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1168140,1993,2014,"84,913342",12,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
876102,1993,2014,"59,829532",15,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1420350,2008,2014,"77,016587",12,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1221234,2005,2014,"69,026929",6,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
807078,1992,2014,"59,829532",9,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
945132,1993,2014,"59,829532",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1592916,2007,2014,"129,506782",6,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
382296,1992,2014,"32,980565",2,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1401768,2008,2014,"77,016587",5,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
600000,1992,2014,"53,512128",12,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1221234,2005,2014,"69,026929",10,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1853094,2008,2014,"108,417801",7,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1162830,1993,2014,"84,913342",20,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1539822,1993,2014,"163,602183",8,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1717698,2007,2014,"129,506782",24,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
2044242,2007,2014,"152,639629",25,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1486722,1986,2014,"127,927431",10,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2028318,2007,2014,"152,639629",3,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1940334,2007,2014,"152,639629",15,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1338048,1986,2014,"105,073293",4,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2628318,2007,2014,"179,116984",33,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1375218,2006,2014,"83,891409",7,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1353978,1986,2014,"105,073293",13,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2283180,2007,2014,"141,119657",8,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1619466,2007,2014,"80,639804",21,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1237164,2006,2014,"79,617871",2,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
2097342,2007,2014,"128,856461",23,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1486722,1986,2014,"127,927431",3,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1794690,2007,2014,"80,639804",24,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1115040,1986,2014,"84,913342",3,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2123892,2007,2014,"128,856461",19,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
796458,1997,2014,"59,829532",11,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
509730,1997,2014,"39,94829",5,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
669024,1997,2014,"51,839874",8,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
1460172,2009,2014,"84,54173",7,individual,0~5min,no_bus_stop_nearby,5,2,1,0,0,1,2,1,1,1
1778760,2013,2014,"84,54173",14,individual,0~5min,0-5min,14,5,1,1,1,1,4,2,2,3
1457520,2006,2014,"84,54173",8,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1484070,2006,2014,"84,54173",7,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1433628,2006,2014,"84,54173",9,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1181412,2006,2014,"59,086308",6,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1380528,2006,2014,"84,54173",14,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1916814,2007,2014,"151,338987",7,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
504420,1986,2014,"47,194724",3,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
2017698,2006,2014,"131,179036",30,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
2219466,2006,2014,"191,008568",25,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1125660,1993,2014,"84,913342",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
576102,2014,2014,"26,756064",5,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
971676,2005,2014,"53,140516",8,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
576102,2014,2014,"26,756064",4,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
833628,1992,2014,"59,829532",11,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
556986,2014,2014,"25,08381",13,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
592566,2014,2014,"26,756064",13,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
1938048,2007,2014,"134,523544",30,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
716814,1992,2014,"59,45792",14,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
886722,1993,2014,"59,829532",6,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
923892,1993,2014,"59,829532",9,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
945132,1993,2014,"59,829532",17,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
777876,1992,2014,"59,829532",19,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
529908,2014,2014,"26,756064",2,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
1115040,1993,2014,"84,913342",22,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1353978,2005,2014,"84,913342",24,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
913272,1993,2014,"59,829532",20,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1874334,2007,2014,"129,506782",24,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1194690,2005,2014,"69,026929",22,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1481412,2008,2014,"84,913342",19,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
598938,2014,2014,"26,756064",15,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
1561056,1993,2014,"163,602183",24,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
598938,2014,2014,"26,756064",16,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
1752210,2007,2014,"129,506782",10,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
923892,1993,2014,"59,829532",16,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1369908,2008,2014,"77,016587",3,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
780528,1992,2014,"59,829532",11,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1446900,2008,2014,"77,016587",11,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
1152210,1986,2014,"84,913342",10,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1470792,2006,2014,"110,740376",2,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1947660,2007,2014,"152,639629",16,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1369908,2006,2014,"83,891409",6,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
2037078,2007,2014,"152,639629",22,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2123892,2007,2014,"128,856461",35,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1109730,1986,2014,"84,913342",4,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1258404,1986,2014,"105,073293",4,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2150442,2007,2014,"128,856461",39,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
817698,1997,2014,"59,829532",13,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
530970,1997,2014,"39,94829",10,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
661056,1997,2014,"51,839874",4,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
1507962,2006,2014,"84,54173",17,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1513272,2006,2014,"84,54173",17,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1274334,2006,2014,"75,623042",1,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1699110,2007,2014,"137,775149",5,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2192916,2007,2014,"157,00607",25,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2320350,2006,2014,"161,929929",20,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
892032,1993,2014,"59,829532",3,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1173450,1993,2014,"84,913342",11,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
934512,1993,2014,"59,829532",15,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
2065482,2007,2014,"134,523544",30,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1030086,1992,2014,"84,913342",15,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1476102,2008,2014,"77,016587",12,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
961056,1993,2014,"59,829532",11,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
424776,1992,2014,"32,980565",2,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
658404,1992,2014,"53,512128",14,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1003536,2005,2014,"53,140516",14,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1465482,2007,2014,"84,913342",27,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1359288,2005,2014,"84,913342",15,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
631854,2014,2014,"26,756064",13,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
1433628,2008,2014,"77,016587",7,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
590442,2014,2014,"26,756064",5,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
1539822,2008,2014,"84,913342",16,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
929202,1993,2014,"59,829532",15,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1460172,2008,2014,"77,016587",14,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
687606,1992,2014,"53,512128",8,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1486722,2008,2014,"108,417801",1,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
384954,1992,2014,"32,980565",9,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1072566,1992,2014,"84,913342",5,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1646016,2007,2014,"80,639804",6,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2139822,2007,2014,"152,639629",2,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1932900,2007,2014,"152,639629",6,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2097342,2007,2014,"152,639629",18,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1104420,1986,2014,"84,913342",3,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1473450,1986,2014,"127,927431",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1003536,1978,2014,"83,891409",6,individual,0~5min,0-5min,4,3,2,1,1,0,3,3,3,2
1606194,2007,2014,"80,639804",24,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2318814,2007,2014,"179,116984",28,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1115040,1986,2014,"84,913342",12,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1486722,2006,2014,"84,54173",8,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1359288,2006,2014,"75,344333",5,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1353978,2006,2014,"84,54173",2,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
517698,1985,2014,"54,534061",5,individual,0~5min,5min~10min,2,5,1,2,1,1,2,1,1,0
345132,2014,2014,"14,86448",19,individual,10min~15min,5min~10min,0,4,1,0,0,0,0,0,0,1
1842474,2007,2014,"137,775149",20,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2070792,2007,2014,"157,00607",5,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1842474,2007,2014,"134,151932",28,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1539822,2006,2014,"84,913342",3,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1396458,2006,2014,"75,994654",14,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1221234,2005,2014,"69,026929",9,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1200000,2005,2014,"69,026929",6,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1072566,1993,2014,"84,913342",2,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1008846,2005,2014,"53,140516",10,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
387606,1992,2014,"32,980565",11,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1526544,1993,2014,"217,114311",15,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
634512,2014,2014,"26,756064",10,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
838938,1992,2014,"59,829532",11,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
918582,1993,2014,"59,829532",10,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1927428,2007,2014,"131,829357",20,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
408846,1992,2014,"32,980565",10,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
860172,2005,2014,"53,140516",1,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
414156,1992,2014,"32,980565",8,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
414156,1992,2014,"32,980565",13,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1258404,2005,2014,"69,026929",10,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1677876,2007,2014,"131,829357",4,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1523892,2008,2014,"108,417801",1,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
955752,2005,2014,"53,140516",5,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1189380,2005,2014,"69,026929",8,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1433628,2005,2014,"84,913342",11,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1513272,2008,2014,"84,913342",18,individual,5min~10min,0-5min,14,3,1,1,1,1,2,3,2,2
448668,2014,2014,"19,788339",14,individual,0~5min,5min~10min,0,3,1,2,1,1,2,2,2,2
1343358,2005,2014,"84,913342",6,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1200000,2005,2014,"69,026929",6,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
2283180,2007,2014,"128,856461",40,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
